"muni10_id";"cd_geocodm";"id_ibge";"id_snis";"ID_SNIS2";"ID_IBGE2";"ID_SNIS3";"MUNICIP1";"MUNICIP2";"UF";"REGIAO";"CENTRX";"CENTRY";"RENDAPIT";"GINI";"PIB";"IDH";"ag001";"ag020";"ag022";"ge012";"CONSUMO1";"DOMICIL";"REDE";"PROPREDE"
"668";"4205555";"4205555";"420555";"420555";4205555;420555;"FREI ROGRIO";"Frei Rogrio";"";4;-50,7654;-27,1914;493,69;0,52;NA;NA;NA;NA;NA;NA;NA;734;234;0,31880109
"1791";"3505708";"3505708";"350570";"350570";3505708;350570;"BARUERI";"Barueri";"SP";3;-46,8772;-23,5053;1038,11;0,62;11346634,24;0,83;240749;12643,8;77865;240749;52,52;71790;71260;0,992617356
"5";"1100056";"1100056";"110005";"110005";1100056;110005;"CEREJEIRAS";"Cerejeiras";"RO";1;-61,2609;-13,2036;553,47;0,51;86885,25;0,75;8238;249,3;1923;17029;14,64;5348;1816;0,339566193
"651";"4204608";"4204608";"420460";"420460";4204608;420460;"CRICIMA";"Cricima";"SC";4;-49,3796;-28,7155;1053,31;0,49;1717282,17;0,82;190969;6541,74;58130;192308;34,02;61561;58907;0,95688829
"256";"5103437";"5103437";"510343";"510343";5103437;510343;"CURVELNDIA";"Curvelndia";"MT";5;-57,8776;-15,6155;479,17;0,47;17785,44;0;2854;NA;NA;4866;NA;1513;478;0,315928619
"39";"2102200";"2102200";"210220";"210220";2102200;210220;"BURITI";"Buriti";"MA";2;-43,0018;-3,9004;151,73;0,62;49145,97;0,55;4256;3,62;26;27013;0,13;6049;1816;0,300214912
"151";"2109205";"2109205";"210920";"210920";2109205;210920;"PRESIDENTE JUSCELINO";"Presidente Juscelino";"MA";2;-44,0781;-3,0898;132,33;0,61;10451,59;0,51;2322;9,22;62;11541;0,8;2489;760;0,305343511
"137";"2108108";"2108108";"210810";"210810";2108108;210810;"PAULO RAMOS";"Paulo Ramos";"MA";2;-45,3615;-4,5194;230,23;0,57;39163,17;0,54;1898;0,8;NA;20079;0,04;4752;1372;0,288720539
"1812";"3507506";"3507506";"350750";"350750";3507506;350750;"BOTUCATU";"Botucatu";"SP";3;-48,4683;-22,8634;1051,31;0,56;1640001,59;0,82;122616;6556,9;43494;127328;51,5;41102;39425;0,959199066
"297";"1600154";"1600154";"160015";"160015";1600154;160015;"PEDRA BRANCA DO AMAPARI";"Pedra Branca do Amapari";"AP";1;-52,5238;1,158;396,68;0,62;36527,66;0,63;718;NA;NA;10772;NA;2516;751;0,298489666
"852";"4218707";"4218707";"421870";"421870";4218707;421870;"TUBARO";"Tubaro";"SC";4;-49,0372;-28,4812;1063,52;0,48;857152,3;0,84;94449;4850;30274;97235;49,88;32466;28506;0,878026243
"703";"4208302";"4208302";"420830";"420830";4208302;420830;"ITAPEMA";"Itapema";"SC";4;-48,6337;-27,1087;1060,22;0,51;201882,64;0,84;44659;2970,57;28787;45797;64,86;15021;13805;0,919046668
"762";"4212239";"4212239";"421223";"421223";4212239;421223;"PARASO";"Paraso";"SC";4;-53,6778;-26,6623;740,85;0,51;33917,71;0,77;1515;34,25;415;4080;8,39;1263;547;0,433095804
"464";"2505352";"2505352";"250535";"250535";2505352;250535;"DAMIO";"Damio";"PB";2;-35,9305;-6,6435;180,02;0,5;9218,59;0,53;1396;17,3;288;4900;3,53;1376;408;0,296511628
"642";"2904506";"2904506";"290450";"290450";2904506;290450;"BROTAS DE MACABAS";"Brotas de Macabas";"BA";2;-42,4511;-12,0869;243,98;0,57;23200,07;0,63;3501;93,45;1043;10717;8,72;3199;928;0,290090653
"1071";"4310207";"4310207";"431020";"431020";4310207;431020;"IJU";"Iju";"RS";4;-53,8951;-28,3207;1056,32;0,57;788789,21;0,8;70044;2977;23415;78915;37,72;26781;24871;0,928680781
"53";"1200013";"1200013";"120001";"120001";1200013;120001;"ACRELNDIA";"Acrelndia";"AC";1;-66,9505;-9,9337;294;0,55;53420,97;0,68;3855;NA;NA;12538;NA;3459;1003;0,289968199
"1504";"3302403";"3302403";"330240";"330240";3302403;330240;"MACA";"Maca";"RJ";3;-41,6892;-22,3996;1047,01;0,57;18339126,54;0,79;176638;7158;30572;206728;34,63;66890;52765;0,788832411
"161";"2109759";"2109759";"210975";"210975";2109759;210975;"SANTA FILOMENA DO MARANHO";"Santa Filomena do Maranho";"MA";2;-44,618;-5,5134;132,4;0,59;15310,3;0,53;1292;NA;NA;7061;NA;1752;1558;0,889269406
"989";"4305959";"4305959";"430595";"430595";4305959;430595;"COTIPOR";"Cotipor";"RS";4;-51,6894;-28,9951;943,52;0,39;58351,61;0,82;1696;59;638;3917;15,06;1246;758;0,608346709
"980";"4305587";"4305587";"430558";"430558";4305587;430558;"COLINAS";"Colinas";"RS";4;-51,8683;-29,3928;1059,54;0,47;29910,14;0,81;2420;100;760;2420;41,32;848;736;0,867924528
"412";"4117057";"4117057";"411705";"411705";4117057;411705;"NOVA LARANJEIRAS";"Nova Laranjeiras";"PR";4;-52,5696;-25,2138;359,72;0,57;87558,64;0,7;1906;55,42;619;11241;4,93;3091;916;0,296344225
"1293";"4320305";"4320305";"432030";"432030";4320305;432030;"SELBACH";"Selbach";"RS";4;-52,9785;-28,669;1053,08;0,48;77408,91;0,86;2761;100;930;4929;20,29;1658;1358;0,819059107
"1552";"3305752";"3305752";"330575";"330575";3305752;330575;"TANGU";"Tangu";"RJ";3;-42,7256;-22,7816;416,43;0,46;249012,04;0,72;20991;90;547;30732;2,93;9658;2954;0,305860427
"597";"4201604";"4201604";"420160";"420160";4201604;420160;"ARROIO TRINTA";"Arroio Trinta";"SC";4;-51,3368;-26,9212;1016,14;0,46;41821,96;0,8;2856;91,97;840;3502;26,26;1142;820;0,718038529
"596";"4201505";"4201505";"420150";"420150";4201505;420150;"ARMAZM";"Armazm";"SC";4;-49,0151;-28,2377;814,69;0,44;43505,62;0,8;3847;125,66;1145;7753;16,21;2453;1197;0,487973909
"674";"4206108";"4206108";"420610";"420610";4206108;420610;"GRO PAR";"Gro Par";"SC";4;-49,3147;-28,1546;843,92;0,43;69935,99;0,83;3519;117;1038;6223;18,8;1914;980;0,512016719
"1301";"4320602";"4320602";"432060";"432060";4320602;432060;"SEVERIANO DE ALMEIDA";"Severiano de Almeida";"RS";4;-52,1114;-27,4155;789,68;0,43;47244,77;0,81;1270;48;478;3842;12,49;1263;595;0,471100554
"182";"1502004";"1502004";"150200";"150200";1502004;150200;"CACHOEIRA DO ARARI";"Cachoeira do Arari";"PA";1;-48,8772;-0,8694;200,85;0,61;41981,44;0,68;3838;NA;NA;20443;NA;4537;1358;0,299316729
"206";"2112274";"2112274";"211227";"211227";2112274;211227;"TUFILNDIA";"Tufilndia";"MA";2;-45,5813;-3,758;177,2;0,49;8792,45;0,52;882;NA;NA;5596;NA;1373;1265;0,921340131
"31";"2101905";"2101905";"210190";"210190";2101905;210190;"BEQUIMO";"Bequimo";"";2;-44,7874;-2,4249;188,5;0,56;NA;NA;NA;NA;NA;NA;NA;5637;1703;0,302111052
"2219";"3543907";"3543907";"354390";"354390";3543907;354390;"RIO CLARO";"Rio Claro";"SP";3;-47,5799;-22,3739;1028;0,51;2420027,62;0,83;186210;NA;66146;186253;NA;59713;58758;0,984006833
"281";"1507953";"1507953";"150795";"150795";1507953;150795;"TAILNDIA";"Tailndia";"PA";1;-48,7367;-2,9078;280,3;0,55;293504,28;0,7;11668;NA;NA;79297;NA;16511;4876;0,295318273
"1961";"3520442";"3520442";"352044";"352044";3520442;352044;"ILHA SOLTEIRA";"Ilha Solteira";"SP";3;-51,2592;-20,4315;1043,33;0,48;1257286,07;0,85;25064;2149;8338;25064;85,74;8051;7611;0,945348404
"112";"2205540";"2205540";"220554";"220554";2205540;220554;"LAGOINHA DO PIAU";"Lagoinha do Piau";"";2;-42,6274;-5,8202;254,76;0,55;NA;NA;NA;NA;NA;NA;NA;775;756;0,975483871
"1026";"3201902";"3201902";"320190";"320190";3201902;320190;"DOMINGOS MARTINS";"Domingos Martins";"ES";3;-40,8491;-20,3078;543,44;0,49;161793,88;0,74;7741;433,31;3206;31847;13,61;9750;3371;0,34574359
"1207";"4315354";"4315354";"431535";"431535";4315354;431535;"QUINZE DE NOVEMBRO";"Quinze de Novembro";"RS";4;-53,1166;-28,757;1040,22;0,47;54459,05;0,83;3653;150;500;3653;41,06;1269;1204;0,948778566
"1069";"4310009";"4310009";"431000";"431000";4310009;431000;"IBIRUB";"Ibirub";"RS";4;-53,1723;-28,5949;1049,53;0,49;351231,68;0,82;14072;594;4930;19310;30,76;6759;5683;0,840804853
"938";"4303673";"4303673";"430367";"430367";4303673;430367;"CAMPESTRE DA SERRA";"Campestre da Serra";"RS";4;-51,0987;-28,7262;676,02;0,31;73547,63;0,78;550;16;222;3247;4,93;1101;445;0,40417802
"154";"2109304";"2109304";"210930";"210930";2109304;210930;"PRESIDENTE VARGAS";"Presidente Vargas";"MA";2;-43,9558;-3,3459;147,09;0,61;19564,61;0,54;2661;NA;NA;10717;NA;2511;787;0,313420948
"1034";"3136702";"3136702";"313670";"313670";3136702;313670;"JUIZ DE FORA";"Juiz de Fora";"MG";3;-43,4647;-21,7455;1036,36;0,57;4235535,43;0,83;504711;23468,66;180584;516247;45,46;170535;163188;0,956917935
"1174";"4314100";"4314100";"431410";"431410";4314100;431410;"PASSO FUNDO";"Passo Fundo";"RS";4;-52,4525;-28,269;1038,85;0,53;2010606,9;0,8;176594;7230;54811;184826;39,12;61744;58571;0,948610391
"1037";"4308201";"4308201";"430820";"430820";4308201;430820;"FLORES DA CUNHA";"Flores da Cunha";"RS";4;-51,2214;-29,0314;1046,71;0,44;514998,88;0,84;22868;865;7681;27126;31,89;8808;7313;0,830267938
"1994";"3523404";"3523404";"352340";"352340";3523404;352340;"ITATIBA";"Itatiba";"SP";3;-46,8143;-23,0067;1049,94;0,5;1387320,16;0,83;92517;4674,3;29499;101471;46,07;31157;27474;0,881792214
"731";"4210308";"4210308";"421030";"421030";4210308;421030;"MAJOR VIEIRA";"Major Vieira";"SC";4;-50,362;-26,4811;451,18;0,48;55066,93;0,75;2679;67,72;728;7479;9,05;2309;739;0,320051971
"179";"2209351";"2209351";"220935";"220935";2209351;220935;"SANTANA DO PIAU";"Santana do Piau";"";2;-41,5081;-6,9361;227,8;0,47;NA;NA;NA;NA;NA;NA;NA;1418;1354;0,954866008
"80";"2104628";"2104628";"210462";"210462";2104628;210462;"GOVERNADOR LUIZ ROCHA";"Governador Luiz Rocha";"MA";2;-44,0933;-5,5372;185,16;0,56;11682,65;0,56;1868;NA;NA;7337;NA;1892;1746;0,922832981
"1000";"4306379";"4306379";"430637";"430637";4306379;430637;"DILERMANDO DE AGUIAR";"Dilermando de Aguiar";"";4;-54,1632;-29,8139;549,59;0,58;NA;NA;NA;NA;NA;NA;NA;1091;382;0,350137489
"254";"1506195";"1506195";"150619";"150619";1506195;150619;"RURPOLIS";"Rurpolis";"PA";1;-55,2107;-4,241;234,48;0,56;116267,36;0,65;5570;NA;NA;40087;NA;9328;2812;0,301457976
"610";"2902005";"2902005";"290200";"290200";2902005;290200;"ARACATU";"Aracatu";"BA";2;-41,3745;-14,3712;316,35;0,45;28441,95;0,6;4691;104,45;951;13743;7,6;3650;1099;0,30109589
"1137";"4312658";"4312658";"431265";"431265";4312658;431265;"NO-ME-TOQUE";"No-Me-Toque";"RS";4;-52,8249;-28,4594;1037,75;0,51;373738,51;0,83;13491;554;4621;15936;34,76;5505;5186;0,942052679
"105";"2800308";"2800308";"280030";"280030";2800308;280030;"ARACAJU";"Aracaju";"SE";2;-37,0949;-10,9942;1022,07;0,63;4190569,74;0,79;565211;24879,48;175848;571149;43,56;169493;165958;0,979143681
"1172";"4314068";"4314068";"431406";"431406";4314068;431406;"PASSA SETE";"Passa Sete";"RS";4;-52,8703;-29,4396;425,94;0,45;45464,19;0,71;652;19;225;5154;3,69;1616;512;0,316831683
"189";"2209807";"2209807";"220980";"220980";2209807;220980;"SO GONALO DO PIAU";"So Gonalo do Piau";"PI";2;-42,652;-6,0028;217,78;0,57;8489,78;0,64;3239;98;1119;4754;20,61;1339;1265;0,944734877
"1265";"4318614";"4318614";"431861";"431861";4318614;431861;"SO JOS DO SUL";"So Jos do Sul";"RS";4;-51,4844;-29,5484;986,34;0,4;26413,9;0;1400;NA;492;2082;NA;699;479;0,685264664
"1774";"3504107";"3504107";"350410";"350410";3504107;350410;"ATIBAIA";"Atibaia";"SP";3;-46,5868;-23,1233;1020,29;0,55;1036345,48;0,82;106780;4884;32555;126603;38,58;38353;28908;0,75373504
"1003";"4306452";"4306452";"430645";"430645";4306452;430645;"DOIS LAJEADOS";"Dois Lajeados";"";4;-51,8431;-28,9766;989,94;0,34;NA;NA;NA;NA;NA;NA;NA;1055;731;0,692890995
"783";"3115458";"3115458";"311545";"311545";3115458;311545;"CATUJI";"Catuji";"MG";3;-41,4985;-17,3717;216,35;0,55;16793,31;0,62;1692;93,83;921;6708;13,99;1786;548;0,306830907
"264";"2303931";"2303931";"230393";"230393";2303931;230393;"CHOR";"Chor";"CE";2;-39,1911;-4,7723;167,46;0,58;14470,54;0,57;2212;93;845;12853;7,24;3273;1033;0,315612588
"484";"4122156";"4122156";"412215";"412215";4122156;412215;"RIO BONITO DO IGUAU";"Rio Bonito do Iguau";"PR";4;-52,6135;-25,5375;401,18;0,51;93848,87;0,67;4054;118,7;1271;13661;8,69;3807;1196;0,31415813
"1062";"4309605";"4309605";"430960";"430960";4309605;430960;"HORIZONTINA";"Horizontina";"RS";4;-54,299;-27,5903;1033,39;0,49;859566,39;0,83;14632;616;5362;18348;33,57;6578;6181;0,939647309
"21";"2702009";"2702009";"270200";"270200";2702009;270200;"COIT DO NIA";"Coit do Nia";"AL";2;-36,5821;-9,63;201,97;0,52;20196,11;0,57;3115;69,93;809;10926;6,4;2983;924;0,30975528
"1324";"3160959";"3160959";"316095";"316095";3160959;316095;"SO DOMINGOS DAS DORES";"So Domingos das Dores";"MG";3;-42,0309;-19,5246;327,75;0,48;19797,15;0,72;1964;51,65;541;5408;9,55;1561;477;0,30557335
"462";"2605459";"2605459";"260545";"260545";2605459;260545;"FERNANDO DE NORONHA";"Fernando de Noronha";"PE";2;-32,4268;-3,8573;1024,28;0,46;10295,89;0,86;2630;195,49;802;2630;74,33;585;563;0,962393162
"18";"1100254";"1100254";"110025";"110025";1100254;110025;"PRESIDENTE MDICI";"Presidente Mdici";"RO";1;-61,878;-11,1663;517,83;0,53;110083,71;0,71;10088;386,3;2346;22319;17,31;6842;2354;0,344051447
"215";"4103040";"4103040";"410304";"410304";4103040;410304;"BOA VENTURA DE SO ROQUE";"Boa Ventura de So Roque";"";4;-51,5688;-24,8571;411,22;0,52;NA;NA;NA;NA;NA;NA;NA;1917;607;0,316640584
"660";"4205191";"4205191";"420519";"420519";4205191;420519;"ERMO";"Ermo";"SC";4;-49,6543;-28,9904;652,75;0,4;36178,34;0,77;617;19,49;187;2050;9,51;650;260;0,4
"727";"4210035";"4210035";"421003";"421003";4210035;421003;"LUZERNA";"Luzerna";"SC";4;-51,5063;-27,0904;1028,7;0,43;60981,93;0,86;4439;204,17;1603;5600;36,46;1916;1518;0,792275574
"380";"4114609";"4114609";"411460";"411460";4114609;411460;"MARECHAL CNDIDO RONDON";"Marechal Cndido Rondon";"PR";4;-54,1374;-24,5717;1018,98;0,54;568917,95;0,83;46806;2120,16;14584;46819;45,28;15752;15252;0,968257999
"224";"2211704";"2211704";"221170";"221170";2211704;221170;"WALL FERRAZ";"Wall Ferraz";"PI";2;-41,8778;-7,2656;193,5;0,51;8188,48;0,54;1120;44;466;4280;10,28;1149;360;0,313315927
"38";"2102150";"2102150";"210215";"210215";2102150;210215;"BREJO DE AREIA";"Brejo de Areia";"";2;-45,5492;-4,3693;180,62;0,49;NA;NA;NA;NA;NA;NA;NA;1274;403;0,316326531
"13";"1100130";"1100130";"110013";"110013";1100130;110013;"MACHADINHO D'OESTE";"Machadinho D'Oeste";"RO";1;-62,0104;-9,2041;395,12;0,56;222742,67;0,69;9809;13,3;1453;31135;0,43;9154;2895;0,316255189
"1898";"3515186";"3515186";"351518";"351518";3515186;351518;"ESPRITO SANTO DO PINHAL";"Esprito Santo do Pinhal";"SP";3;-46,7934;-22,1925;1037,6;0,57;321730,87;0,81;39149;2081,7;12761;41907;49,67;12999;11600;0,892376337
"280";"2405009";"2405009";"240500";"240500";2405009;240500;"JAAN";"Jaan";"RN";2;-36,2146;-6,4109;257,66;0,49;16455,07;0,63;2471;3,69;52;7925;0,47;2319;714;0,307891332
"391";"2415008";"2415008";"241500";"241500";2415008;241500;"VILA FLOR";"Vila Flor";"RN";2;-35,0871;-6,3028;250,27;0,46;6695,39;0,64;2372;13,6;158;2872;4,74;687;660;0,96069869
"1017";"4307005";"4307005";"430700";"430700";4307005;430700;"ERECHIM";"Erechim";"RS";4;-52,2578;-27,6433;1019,96;0,49;1214689,3;0,83;90214;3748;31114;96087;39,01;33097;31734;0,95881802
"694";"4207684";"4207684";"420768";"420768";4207684;420768;"IPUAU";"Ipuau";"SC";4;-52,4762;-26,6788;528,66;0,61;57619,28;0,72;1601;41,21;428;6798;6,06;1878;659;0,350905218
"922";"4302451";"4302451";"430245";"430245";4302451;430245;"BOQUEIRO DO LEO";"Boqueiro do Leo";"RS";4;-52,4141;-29,3056;726,62;0,47;76147,04;0,75;1612;51;569;7673;6,65;2467;1096;0,444264289
"94";"2105450";"2105450";"210545";"210545";2105450;210545;"JATOB";"Jatob";"MA";2;-44,2942;-5,8522;203,56;0,58;11647,78;0,62;2256;4,69;27;8526;0,55;2138;1981;0,926566885
"152";"2805109";"2805109";"280510";"280510";2805109;280510;"PEDRINHAS";"Pedrinhas";"SE";2;-37,6588;-11,2049;271,83;0,52;19377,57;0,6;2896;79,36;766;8833;8,98;2394;740;0,309106099
"304";"2407252";"2407252";"240725";"240725";2407252;240725;"MAJOR SALES";"Major Sales";"RN";2;-38,3176;-6,4051;281,93;0,51;6889,97;0,63;2900;NA;NA;3536;NA;1003;982;0,979062812
"154";"1500206";"1500206";"150020";"150020";1500206;150020;"ACAR";"Acar";"PA";1;-48,4115;-2,0355;197,94;0,54;162011,61;0,63;12621;NA;NA;53569;NA;11715;3705;0,316261204
"282";"4107538";"4107538";"410753";"410753";4107538;410753;"ENTRE RIOS DO OESTE";"Entre Rios do Oeste";"PR";4;-54,2231;-24,7128;1010,09;0,5;54300,6;0,85;3926;580;1200;3926;147,73;1276;1240;0,971786834
"19";"2201176";"2201176";"220117";"220117";2201176;220117;"BARRA D'ALCNTARA";"Barra D'Alcntara";"";2;-42,1064;-6,5295;205,11;0,52;NA;NA;NA;NA;NA;NA;NA;1177;1090;0,926083263
"1871";"3513009";"3513009";"351300";"351300";3513009;351300;"COTIA";"Cotia";"SP";3;-46,9605;-23,6752;1030,64;0,59;2562758,82;0,83;200006;9823,7;62226;201150;48,84;59038;53713;0,909803855
"126";"1303809";"1303809";"130380";"130380";1303809;130380;"SO GABRIEL DA CACHOEIRA";"So Gabriel da Cachoeira";"";1;-67,9979;0,3744;332,02;0,81;NA;NA;NA;NA;NA;NA;NA;7490;2336;0,31188251
"309";"1600709";"1600709";"160070";"160070";1600709;160070;"TARTARUGALZINHO";"Tartarugalzinho";"AP";1;-50,9854;1,2944;240,38;0,67;58808,04;0,67;2109;NA;NA;12563;NA;2816;879;0,312144886
"57";"2202703";"2202703";"220270";"220270";2202703;220270;"COCAL";"Cocal";"PI";2;-41,547;-3,4554;197,47;0,57;46487,66;0,54;6844;199;1806;26036;7,64;6717;2141;0,318743487
"772";"4213005";"4213005";"421300";"421300";4213005;421300;"PINHEIRO PRETO";"Pinheiro Preto";"SC";4;-51,2307;-27,0507;917,08;0,45;51498,83;0,82;2005;68,65;557;3147;21,81;932;567;0,608369099
"1360";"4323507";"4323507";"432350";"432350";4323507;432350;"VISTA ALEGRE";"Vista Alegre";"RS";4;-53,5101;-27,325;905,88;0,57;28897,42;0,76;1242;35;412;2832;12,36;883;526;0,595696489
"303";"4108650";"4108650";"410865";"410865";4108650;410865;"GOIOXIM";"Goioxim";"PR";4;-51,9945;-25,1299;316,22;0,49;64069,69;0,68;2040;62,35;611;7503;8,31;2099;656;0,312529776
"1059";"3138674";"3138674";"313867";"313867";3138674;313867;"LUISBURGO";"Luisburgo";"";3;-42,0745;-20,4363;351,81;0,52;NA;NA;NA;NA;NA;NA;NA;1895;597;0,315039578
"1058";"4309407";"4309407";"430940";"430940";4309407;430940;"GUAPOR";"Guapor";"RS";4;-51,9044;-28,855;1029,11;0,43;220028,19;0,83;19205;844;6612;22814;36,99;7632;6892;0,903039832
"1220";"4316204";"4316204";"431620";"431620";4316204;431620;"RONDINHA";"Rondinha";"RS";4;-52,893;-27,8325;1018,87;0,47;74099,05;0,81;2413;89;792;5518;16,13;1670;1577;0,944311377
"1264";"4318606";"4318606";"431860";"431860";4318606;431860;"SO JOS DO OURO";"So Jos do Ouro";"RS";4;-51,5604;-27,7724;875,49;0,56;70557,39;0,79;3913;140;1358;6904;20,28;2320;1310;0,564655172
"455";"2604908";"2604908";"260490";"260490";2604908;260490;"CUMARU";"Cumaru";"PE";2;-35,7208;-8,04;245,83;0,5;54918,58;0,57;5128;52,45;551;17183;3,05;5086;1596;0,313802595
"57";"2705309";"2705309";"270530";"270530";2705309;270530;"MINADOR DO NEGRO";"Minador do Negro";"AL";2;-36,8635;-9,3369;227,33;0,54;9650,61;0,57;1597;29,07;434;5275;5,51;1469;464;0,31586113
"1235";"4316972";"4316972";"431697";"431697";4316972;431697;"SANTA MARGARIDA DO SUL";"Santa Margarida do Sul";"RS";4;-54,0977;-30,3711;583,83;0,54;58483,15;0;405;12;154;2352;5,1;761;286;0,375821288
"756";"4211892";"4211892";"421189";"421189";4211892;421189;"PAINEL";"Painel";"SC";4;-50,0727;-27,9634;508,39;0,5;19477,66;0,75;1012;27,87;278;2353;11,84;734;256;0,348773842
"110";"2106326";"2106326";"210632";"210632";2106326;210632;"MARACAUM";"Maracaum";"";2;-45,9925;-1,9819;232,64;0,48;NA;NA;NA;NA;NA;NA;NA;4610;1457;0,316052061
"1243";"4317558";"4317558";"431755";"431755";4317558;431755;"SANTO ANTNIO DO PALMA";"Santo Antnio do Palma";"RS";4;-52,0086;-28,4956;1020,62;0,51;26540,61;0,79;2069;213;690;2139;99,58;655;524;0,8
"866";"4219507";"4219507";"421950";"421950";4219507;421950;"XANXER";"Xanxer";"SC";4;-52,4098;-26,8723;869,36;0,5;475950,83;0,82;26081;783,22;7538;44128;17,75;13710;7686;0,560612691
"598";"2515971";"2515971";"251597";"251597";2515971;251597;"SOBRADO";"Sobrado";"PB";2;-35,2564;-7,1798;207,86;0,49;16889,8;0,56;1486;27,21;264;7373;3,69;2031;650;0,320039389
"98";"2709103";"2709103";"270910";"270910";2709103;270910;"TAQUARANA";"Taquarana";"AL";2;-36,4958;-9,6211;213,58;0,52;46297,25;0,58;6754;128,64;1493;19020;6,76;5316;1697;0,319224981
"161";"1500800";"1500800";"150080";"150080";1500800;150080;"ANANINDEUA";"Ananindeua";"PA";1;-48,3836;-1,334;544,31;0,54;1583802,47;0,78;152521;996;18523;471980;2,11;125800;45540;0,36200318
"1005";"3200136";"3200136";"320013";"320013";3200136;320013;"GUIA BRANCA";"guia Branca";"ES";3;-40,7495;-18,9703;485,14;0,53;35125,32;0,69;2919;154,1;1073;9519;16,19;2913;1000;0,343288706
"2007";"3524709";"3524709";"352470";"352470";3524709;352470;"JAGUARINA";"Jaguarina";"SP";3;-47,0128;-22,692;1017,06;0,5;3727973,47;0,83;43880;2691,5;12601;44311;60,74;13545;12699;0,937541528
"817";"4216107";"4216107";"421610";"421610";4216107;421610;"SO DOMINGOS";"So Domingos";"SC";4;-52,5561;-26,5346;953,33;0,59;86156,89;0,79;6998;202,22;1988;9491;21,31;2964;1958;0,660593792
"169";"1501303";"1501303";"150130";"150130";1501303;150130;"BARCARENA";"Barcarena";"";1;-48,6342;-1,4986;416,77;0,57;NA;NA;NA;NA;NA;NA;NA;24844;8140;0,327644502
"1151";"4313300";"4313300";"431330";"431330";4313300;431330;"NOVA PRATA";"Nova Prata";"RS";4;-51,6084;-28,7609;1023,62;0,45;723522,94;0,84;18680;687;6441;22830;30,09;7602;6288;0,82715075
"508";"2509305";"2509305";"250930";"250930";2509305;250930;"MATARACA";"Mataraca";"PB";2;-35,0445;-6,5564;210,63;0,5;78657,16;0,57;6609;NA;2064;7407;NA;1956;1807;0,923824131
"1548";"3305505";"3305505";"330550";"330550";3305505;330550;"SAQUAREMA";"Saquarema";"RJ";3;-42,5187;-22,878;647,46;0,54;372013,66;0,76;67300;1083,07;16590;74234;14,59;23103;9426;0,407998961
"1522";"3303906";"3303906";"330390";"330390";3303906;330390;"PETRPOLIS";"Petrpolis";"RJ";3;-43,1573;-22,3986;891,61;0,57;2525968,31;0,8;259633;8139;63225;295917;27,5;96319;56566;0,587277692
"2078";"3531407";"3531407";"353140";"353140";3531407;353140;"MONTE APRAZVEL";"Monte Aprazvel";"SP";3;-49,7659;-20,7373;1021,97;0,51;271450,51;0,81;20498;1224,2;7122;21746;56,3;7257;6571;0,90547058
"817";"2919207";"2919207";"291920";"291920";2919207;291920;"LAURO DE FREITAS";"Lauro de Freitas";"BA";2;-38,3273;-12,8632;998,63;0,65;1024667,8;0,77;146946;6200,33;39901;163449;37,93;49435;47931;0,969576211
"333";"4110953";"4110953";"411095";"411095";4110953;411095;"ITAIPULNDIA";"Itaipulndia";"PR";4;-54,3582;-25,1558;1011,2;0,63;77688,42;0,76;7302;255,44;2402;9026;28,3;2848;2680;0,941011236
"878";"4300505";"4300505";"430050";"430050";4300505;430050;"ALPESTRE";"Alpestre";"RS";4;-53,0632;-27,217;623,08;0,49;80401,6;0,71;2239;69;777;8027;8,6;2687;1070;0,398213621
"2";"2200103";"2200103";"220010";"220010";2200103;220010;"AGRICOLNDIA";"Agricolndia";"PI";2;-42,6824;-5,7682;237;0,51;8898,64;0,62;2728;108;1091;5098;21,18;1533;1441;0,939986954
"169";"2806800";"2806800";"280680";"280680";2806800;280680;"SO DOMINGOS";"So Domingos";"SE";2;-37,5751;-10,7824;279,74;0,41;33449,99;0,59;6151;172,79;1805;10271;16,82;3109;3010;0,968156964
"1087";"4310801";"4310801";"431080";"431080";4310801;431080;"IVOTI";"Ivoti";"RS";4;-51,1571;-29,5806;1019,75;0,45;294002,44;0,85;16826;682;5626;19874;34,32;6687;6039;0,903095559
"1052";"4309100";"4309100";"430910";"430910";4309100;430910;"GRAMADO";"Gramado";"RS";4;-50,8975;-29,386;1022,3;0,49;311232,77;0,84;30985;1279;13680;32273;39,63;11140;9533;0,855745063
"547";"2612703";"2612703";"261270";"261270";2612703;261270;"SANTA MARIA DO CAMBUC";"Santa Maria do Cambuc";"PE";2;-35,8829;-7,8247;277,85;0,47;22650,96;0,57;2732;7,14;160;13021;0,55;3781;1208;0,319492198
"951";"4304622";"4304622";"430462";"430462";4304622;430462;"CAPO BONITO DO SUL";"Capo Bonito do Sul";"";4;-51,3891;-28,1527;453,2;0,54;NA;NA;NA;NA;NA;NA;NA;613;208;0,339314845
"1282";"4319703";"4319703";"431970";"431970";4319703;431970;"SO VALENTIM";"So Valentim";"RS";4;-52,5594;-27,5538;824,75;0,53;41322,42;0,77;1783;53;637;3632;14,59;1200;633;0,5275
"138";"2803807";"2803807";"280380";"280380";2803807;280380;"MALHADA DOS BOIS";"Malhada dos Bois";"SE";2;-36,9444;-10,3292;258,83;0,47;11489,16;0,63;3204;106,14;948;3456;30,71;929;886;0,953713671
